Year,Month,State,residentialRevenue,residentialSales,residentialCustomers,residentialPrice,commercialRevenue,commercialSales,commercialCustomers,commercialPrice,industrialRevenue,industrialSales,industrialCustomers,industrialPrice,transportationRevenue,transportationSales,transportationCustomers,transportationPrice,totalRevenue,totalSales,totalCustomers,totalPrice
2016,8,IA,194430.83,1389981.90,1360838.00,13.99,126719.18,1146345.80,236150.00,11.05,159087.75,2024570.50,7765.00,7.86,0.00,0.00,0.00,0.00,480237.76,4560898.10,1604753.00,10.53
2016,8,ID,71958.13,688015.27,715946.00,10.46,46412.03,581628.90,107848.00,7.98,79196.73,1113221.70,28085.00,7.11,0.00,0.00,0.00,0.00,197566.88,2382865.90,851879.00,8.29
2016,8,IL,661452.88,5405322.90,5230527.00,12.24,453749.61,4968418.20,607232.00,9.13,274289.74,4080159.60,6082.00,6.72,2755.01,41279.53,3.00,6.67,1392247.20,14495180.00,5843844.00,9.60
2016,8,IN,425323.42,3613482.50,2818315.00,11.77,246452.68,2456572.20,351427.00,10.03,295753.39,4230879.70,18113.00,6.99,171.50,1807.82,1.00,9.49,967700.99,10302742.00,3187856.00,9.39
2016,8,KS,210674.34,1585603.20,1256281.00,13.29,172865.65,1624237.90,233063.00,10.64,78387.93,1041420.00,24048.00,7.53,0.00,0.00,0.00,0.00,461927.91,4251261.10,1513392.00,10.87
2016,8,KY,297880.48,2833021.60,1959700.00,10.51,191060.67,2022920.50,302647.00,9.44,146257.61,2491505.50,7242.00,5.87,0.00,0.00,0.00,0.00,635198.77,7347447.60,2269589.00,8.65
2016,8,LA,333376.31,3449463.50,2066198.00,9.66,208758.12,2420968.30,291647.00,8.62,166599.62,3155910.30,19496.00,5.28,91.61,982.00,1.00,9.33,708825.66,9027324.10,2377342.00,7.85
2016,8,MA,407944.56,2263673.40,2730781.00,18.02,402946.56,2550450.40,401345.00,15.80,95335.07,695375.28,13643.00,13.71,1831.53,28157.85,2.00,6.50,908057.71,5537656.90,3145771.00,16.40
2016,8,MD,408515.55,2956832.20,2291171.00,13.82,322977.17,3002481.30,251007.00,10.76,29753.89,377360.38,8838.00,7.88,3286.25,41644.75,5.00,7.89,764532.86,6378318.60,2551021.00,11.99
2016,8,ME,68908.47,430750.94,711397.00,16.00,48350.39,395762.47,100550.00,12.22,25110.05,259890.04,3098.00,9.66,0.00,0.00,0.00,0.00,142368.92,1086403.40,815045.00,13.10
2016,8,MI,619163.64,3914368.60,4310063.00,15.82,421736.86,3938170.40,539861.00,10.71,193859.17,2698815.10,6180.00,7.18,37.63,335.86,1.00,11.20,1234797.30,10551690.00,4856105.00,11.70
2016,8,MN,276654.85,2116751.60,2384632.00,13.07,224479.20,2212013.90,291918.00,10.15,151184.51,1942061.50,9083.00,7.78,209.65,2013.34,1.00,10.41,652528.21,6272840.40,2685634.00,10.40
2016,8,MO,478475.14,3758602.20,2756174.00,12.73,327375.94,3045909.00,377842.00,10.75,99252.33,1206121.40,10157.00,8.23,201.04,1757.35,2.00,11.44,905304.46,8012389.90,3144175.00,11.30
2016,8,MS,214684.74,2099230.30,1283103.00,10.23,136465.67,1469062.00,234129.00,9.29,85497.68,1439344.90,11621.00,5.94,0.00,0.00,0.00,0.00,436648.09,5007637.30,1528853.00,8.72
2016,8,MT,44808.93,393421.76,498012.00,11.39,43801.11,430504.64,106009.00,10.17,22091.59,396966.90,11882.00,5.57,0.00,0.00,0.00,0.00,110701.63,1220893.30,615903.00,9.07
2016,8,NC,712384.84,6337547.50,4434451.00,11.24,435018.94,4915412.30,675110.00,8.85,171837.51,2524817.80,10085.00,6.81,48.71,629.40,1.00,7.74,1319290.00,13778407.00,5119647.00,9.58
2016,8,ND,41288.36,365572.93,378679.00,11.29,51064.33,532614.08,73976.00,9.59,52415.90,625984.23,8700.00,8.37,0.00,0.00,0.00,0.00,144768.59,1524171.20,461355.00,9.50
2016,8,NE,116199.26,968253.23,836962.00,12.00,83565.54,898442.41,150452.00,9.30,98585.67,1174892.50,62219.00,8.39,0.00,0.00,0.00,0.00,298350.48,3041588.10,1049633.00,9.81
2016,8,NH,82545.59,454107.09,615801.00,18.18,61326.54,428886.77,108421.00,14.30,23142.62,187926.44,3268.00,12.31,0.00,0.00,0.00,0.00,167014.75,1070920.30,727490.00,15.60
2016,8,NJ,628743.08,3877079.40,3515597.00,16.22,504228.71,3866468.30,515468.00,13.04,73996.95,681836.31,11876.00,10.85,2434.51,26395.15,6.00,9.22,1209403.30,8451779.10,4042947.00,14.31
2016,8,NM,91582.69,706853.38,877264.00,12.96,87373.25,830069.90,141802.00,10.53,42854.29,697316.58,9406.00,6.15,0.00,0.00,0.00,0.00,221810.23,2234239.90,1028472.00,9.93
2016,8,NV,200796.10,1855806.10,1149588.00,10.82,77888.04,987374.32,162256.00,7.89,93932.50,1195708.80,3857.00,7.86,73.00,896.00,1.00,8.15,372689.63,4039785.20,1315702.00,9.23
2016,8,NY,1062822.60,5908407.20,7106176.00,17.99,1175945.30,7559337.10,1075167.00,15.56,98362.79,1566910.30,7643.00,6.28,29670.46,227891.49,7.00,13.02,2366801.10,15262546.00,8188993.00,15.51
2016,8,OH,733888.49,5917352.60,4912809.00,12.40,467665.37,4720640.20,626523.00,9.91,318718.70,4517614.80,19137.00,7.06,215.97,2738.03,2.00,7.89,1520488.50,15158346.00,5558471.00,10.03
2016,8,OK,287073.14,2695895.40,1741292.00,10.65,171186.10,2048152.90,278721.00,8.36,85479.81,1593654.30,19175.00,5.36,0.00,0.00,0.00,0.00,543739.04,6337702.60,2039188.00,8.58
2016,8,OR,164320.19,1507508.70,1709782.00,10.90,130123.72,1460754.10,231812.00,8.91,78633.65,1235503.60,25802.00,6.36,183.51,1980.38,2.00,9.27,373261.06,4205746.80,1967398.00,8.88
2016,8,PA,777017.20,5692838.00,5336895.00,13.65,377071.15,4162972.50,699144.00,9.06,293894.37,4153749.60,23326.00,7.08,5463.16,72371.33,6.00,7.55,1453445.90,14081931.00,6059371.00,10.32
2016,8,RI,68505.35,369107.62,440145.00,18.56,53370.11,363370.32,59111.00,14.69,9396.16,70123.29,1821.00,13.40,429.11,2268.89,1.00,18.91,131700.72,804870.12,501078.00,16.36
2016,8,SC,450538.98,3471763.60,2217658.00,12.98,244057.71,2327493.70,370811.00,10.49,157292.56,2441487.90,4087.00,6.44,0.00,0.00,0.00,0.00,851889.24,8240745.10,2592556.00,10.34
2016,8,SD,50044.82,417896.30,393724.00,11.98,43270.86,445778.07,71229.00,9.71,20775.96,273922.96,3896.00,7.58,0.00,0.00,0.00,0.00,114091.63,1137597.30,468849.00,10.03
2016,8,TN,489625.91,4614293.30,2827642.00,10.61,373549.73,3569105.30,482474.00,10.47,132396.32,2177377.10,1177.00,6.08,0.00,0.00,0.00,0.00,995571.96,10360776.00,3311293.00,9.61
2016,8,TX,1931338.10,17705208.00,10578202.00,10.91,1164029.70,14327566.00,1454155.00,8.12,549645.64,10090050.00,106305.00,5.45,1318.49,17269.00,3.00,7.64,3646332.00,42140094.00,12138665.00,8.65
2016,8,UT,124763.28,1056499.10,1043595.00,11.81,99343.74,1093044.50,125127.00,9.09,55655.14,808146.07,9650.00,6.89,469.89,4780.63,1.00,9.83,280232.06,2962470.30,1178373.00,9.46
2016,8,VA,563186.04,4828625.80,3369563.00,11.66,374184.49,4795356.20,431816.00,7.80,105636.07,1625427.10,3719.00,6.50,1202.19,16515.09,1.00,7.28,1044208.80,11265924.00,3805099.00,9.27
2016,8,VT,32393.23,187105.49,313344.00,17.31,26505.72,188906.26,56039.00,14.03,12820.00,126201.92,228.00,10.16,0.00,0.00,0.00,0.00,71718.95,502213.67,369611.00,14.28
2016,8,WA,242647.42,2494089.40,3003089.00,9.73,215497.14,2589239.40,367704.00,8.32,104192.95,2273068.90,29706.00,4.58,48.14,539.55,5.00,8.92,562385.64,7356937.30,3400504.00,7.64
2016,8,WI,312798.58,2223664.10,2662796.00,14.07,251596.21,2305818.40,347727.00,10.91,175603.71,2242991.90,5554.00,7.83,2.40,16.00,1.00,15.00,740000.89,6772490.50,3016078.00,10.93
2016,8,WV,123839.62,1069131.50,858429.00,11.58,69105.68,750408.97,142971.00,9.21,74369.69,1136452.30,11677.00,6.54,0.00,0.00,0.00,0.00,267315.00,2955992.80,1013077.00,9.04
2016,8,WY,24427.40,208616.24,269819.00,11.71,31378.17,333460.25,57696.00,9.41,60129.75,848161.90,10710.00,7.09,0.00,0.00,0.00,0.00,115935.32,1390238.40,338225.00,8.34
2016,7,AK,29723.62,141349.45,283183.00,21.03,39164.94,218857.29,53175.00,17.90,18172.63,112839.49,1347.00,16.10,0.00,0.00,0.00,0.00,87061.18,473046.22,337705.00,18.40
2016,7,AL,438806.94,3647889.20,2198694.00,12.03,262214.47,2357379.10,366973.00,11.12,184628.04,2818272.70,7320.00,6.55,0.00,0.00,0.00,0.00,885649.44,8823541.00,2572987.00,10.04
2016,7,AR,213342.25,2070373.10,1369596.00,10.30,103381.81,1240233.40,190322.00,8.34,100517.97,1515512.70,41802.00,6.63,4.15,44.15,2.00,9.40,417246.18,4826163.30,1601722.00,8.65
2016,7,AZ,590927.95,4673883.30,2716331.00,12.64,344004.89,3080843.00,318444.00,11.17,91343.47,1364251.60,8176.00,6.70,72.95,657.74,2.00,11.09,1026349.30,9119635.60,3042953.00,11.25
2016,7,CA,1641730.20,8886252.80,13418403.00,18.47,1710752.40,10160722.00,1668812.00,16.84,667538.57,4790607.40,145989.00,13.93,6222.47,62213.67,15.00,10.00,4026243.70,23899796.00,15233219.00,16.85
2016,7,CO,257007.43,2062016.50,2259701.00,12.46,198716.29,1998558.20,367737.00,9.94,103256.36,1340939.60,16703.00,7.70,528.84,5407.00,1.00,9.78,559508.91,5406921.30,2644142.00,10.35
2016,7,CT,245303.04,1240914.30,1486411.00,19.77,183850.00,1181105.90,152238.00,15.57,38502.81,299276.86,4396.00,12.87,1466.77,14739.29,4.00,9.95,469122.63,2736036.40,1643049.00,17.15
2016,7,DC,31058.94,264533.85,258921.00,11.74,89751.44,794307.44,25874.00,11.30,3180.13,37283.30,1.00,8.53,3505.21,35045.36,3.00,10.00,127495.72,1131170.00,284799.00,11.27
2016,7,DE,65300.28,504770.36,419370.00,12.94,36366.96,386974.55,53506.00,9.40,18530.44,228466.69,873.00,8.11,0.00,0.00,0.00,0.00,120197.68,1120211.60,473749.00,10.73
2016,7,FL,1530217.90,13992002.00,9159412.00,10.94,805311.55,9297308.40,1197559.00,8.66,115957.55,1478409.70,21390.00,7.84,689.00,8589.66,2.00,8.02,2452176.00,24776310.00,10378363.00,9.90
2016,7,GA,838823.82,6794673.00,4243123.00,12.35,479907.51,4727353.50,568051.00,10.15,191748.57,2793901.10,22236.00,6.86,923.48,14651.75,1.00,6.30,1511403.40,14330579.00,4833411.00,10.55
2016,7,HI,64707.58,230738.62,430905.00,28.04,68182.19,274926.15,60816.00,24.80,69157.55,329205.67,802.00,21.01,0.00,0.00,0.00,0.00,202047.32,834870.44,492523.00,24.20
2016,7,IA,198922.42,1443537.30,1357455.00,13.78,117729.26,1095296.10,235777.00,10.75,144976.01,1836320.30,7695.00,7.89,0.00,0.00,0.00,0.00,461627.69,4375153.70,1600927.00,10.55
2016,7,ID,76170.37,707912.22,714180.00,10.76,44084.82,545615.87,107669.00,8.08,85169.72,1205420.00,28010.00,7.07,0.00,0.00,0.00,0.00,205424.90,2458948.00,849859.00,8.35
2016,7,IL,651281.65,5271965.20,5222174.00,12.35,442125.82,4764654.50,606357.00,9.28,266872.94,4037249.40,6044.00,6.61,3068.05,48467.62,3.00,6.33,1363348.50,14122337.00,5834578.00,9.65
2016,7,IN,400767.50,3430861.30,2820355.00,11.68,226001.74,2295716.40,350898.00,9.84,284229.37,4119216.10,18054.00,6.90,161.13,1809.52,1.00,8.90,911159.73,9847603.40,3189308.00,9.25
2016,7,KS,224196.89,1702398.50,1261635.00,13.17,169211.01,1587477.40,232122.00,10.66,76058.95,997841.79,24230.00,7.62,0.00,0.00,0.00,0.00,469466.85,4287717.60,1517987.00,10.95
2016,7,KY,288274.67,2751377.70,1957706.00,10.48,182743.09,1918540.10,302288.00,9.53,141144.82,2361671.40,7256.00,5.98,0.00,0.00,0.00,0.00,612162.58,7031589.20,2267250.00,8.71
2016,7,LA,331880.26,3576330.70,2061800.00,9.28,201766.13,2445092.60,290979.00,8.25,150177.18,3072118.50,19416.00,4.89,96.63,1112.91,1.00,8.68,683920.19,9094654.80,2372196.00,7.52
2016,7,MA,359192.74,1993413.20,2753464.00,18.02,375209.38,2372943.40,402414.00,15.81,92892.55,682806.04,13611.00,13.60,1582.65,28006.59,2.00,5.65,828877.32,5077169.20,3169491.00,16.33
2016,7,MD,424032.24,3013955.20,2287004.00,14.07,305086.23,2838023.60,251175.00,10.75,25630.22,341849.29,8829.00,7.50,3901.43,48017.53,5.00,8.13,758650.12,6241845.60,2547013.00,12.15
2016,7,ME,58966.70,372594.94,683168.00,15.83,40499.74,342748.38,96978.00,11.82,20524.91,224477.65,2951.00,9.14,0.00,0.00,0.00,0.00,119991.35,939820.97,783097.00,12.77
2016,7,MI,578947.27,3780797.10,4302626.00,15.31,388524.72,3661097.70,538134.00,10.61,192921.01,2713527.00,6140.00,7.11,30.35,260.87,1.00,11.63,1160423.40,10155683.00,4846901.00,11.43
2016,7,MN,277977.31,2112591.10,2375854.00,13.16,220375.42,2186483.30,291142.00,10.08,146948.08,1891213.30,8959.00,7.77,199.48,1961.81,1.00,10.17,645500.29,6192249.50,2675956.00,10.42
2016,7,MO,478566.82,3800901.00,2748032.00,12.59,317370.99,2992764.80,376370.00,10.60,99138.24,1202347.10,10224.00,8.25,198.99,1738.61,2.00,11.45,895275.04,7997751.60,3134628.00,11.19
2016,7,MS,214109.52,2114542.00,1280041.00,10.13,134736.70,1459616.90,233341.00,9.23,84043.94,1394335.20,11707.00,6.03,0.00,0.00,0.00,0.00,432890.16,4968494.10,1525089.00,8.71
2016,7,MT,43591.48,379561.16,496723.00,11.48,42121.31,408414.58,105858.00,10.31,22300.35,394978.42,11735.00,5.65,0.00,0.00,0.00,0.00,108013.13,1182954.20,614316.00,9.13
2016,7,NC,707588.05,6393929.30,4426531.00,11.07,435986.37,4871430.10,673614.00,8.95,179722.17,2526137.40,10124.00,7.11,45.43,585.53,1.00,7.76,1323342.00,13792082.00,5110270.00,9.59
2016,7,ND,38491.40,344683.57,377515.00,11.17,48449.14,518856.38,73813.00,9.34,51849.44,642461.32,8670.00,8.07,0.00,0.00,0.00,0.00,138789.97,1506001.30,459998.00,9.22
2016,7,NE,127221.73,1052839.80,832937.00,12.08,82846.41,879892.65,149925.00,9.42,101079.04,1134817.10,61516.00,8.91,0.00,0.00,0.00,0.00,311147.18,3067549.50,1044378.00,10.14
2016,7,NH,72489.14,403921.18,615335.00,17.95,57255.54,409361.35,107308.00,13.99,21386.85,176693.48,3258.00,12.10,0.00,0.00,0.00,0.00,151131.52,989976.01,725901.00,15.27
2016,7,NJ,608491.14,3779476.30,3512152.00,16.10,496577.63,3799530.40,513187.00,13.07,72281.74,654348.33,11827.00,11.05,2407.41,26355.37,6.00,9.13,1179757.90,8259710.40,4037172.00,14.28
2016,7,NM,95726.46,769100.49,876551.00,12.45,92506.31,894610.56,141734.00,10.34,39324.03,653524.23,9396.00,6.02,0.00,0.00,0.00,0.00,227556.80,2317235.30,1027681.00,9.82
2016,7,NV,186058.01,1737226.20,1143459.00,10.71,79426.65,1042169.00,162160.00,7.62,115538.80,1369863.80,3925.00,8.43,69.00,802.00,1.00,8.60,381092.45,4150061.00,1309545.00,9.18
2016,7,NY,964340.89,5379175.30,7226773.00,17.93,1136202.90,7257732.30,1087767.00,15.66,86768.85,1552287.60,7763.00,5.59,29855.42,237855.76,7.00,12.55,2217168.10,14427051.00,8322310.00,15.37
2016,7,OH,697048.40,5600668.60,4902343.00,12.45,444973.77,4567102.00,622573.00,9.74,308734.71,4325530.90,19016.00,7.14,228.93,2813.99,2.00,8.14,1450985.80,14496116.00,5543934.00,10.01
2016,7,OK,294390.84,2911563.80,1739269.00,10.11,167621.79,2042084.90,278418.00,8.21,85740.35,1601783.60,19255.00,5.35,0.00,0.00,0.00,0.00,547752.97,6555432.40,2036942.00,8.36
2016,7,OR,148806.93,1375548.10,1704701.00,10.82,122124.23,1377808.60,231219.00,8.86,76626.42,1196465.00,25658.00,6.40,183.81,2004.08,2.00,9.17,347741.39,3951825.80,1961580.00,8.80
2016,7,PA,710277.84,5223724.60,5329104.00,13.60,354023.48,3923740.80,694020.00,9.02,284532.14,4150663.20,23355.00,6.86,5033.73,67619.12,6.00,7.44,1353867.20,13365748.00,6046485.00,10.13
2016,7,RI,59634.88,348644.42,438709.00,17.10,52610.87,368701.17,58916.00,14.27,9800.24,73233.61,1830.00,13.38,431.40,2245.17,1.00,19.21,122477.39,792824.36,499456.00,15.45
2016,7,SC,462831.41,3620163.60,2212102.00,12.78,248628.22,2347801.20,369783.00,10.59,160314.17,2376472.90,4107.00,6.75,0.00,0.00,0.00,0.00,871773.80,8344437.70,2585992.00,10.45
2016,7,SD,49491.67,404672.23,391909.00,12.23,41385.76,416898.12,70744.00,9.93,20356.37,257063.48,3869.00,7.92,0.00,0.00,0.00,0.00,111233.80,1078633.80,466522.00,10.31
2016,7,TN,468535.42,4451722.40,2820594.00,10.52,359677.26,3442755.00,481348.00,10.45,126438.31,2097773.80,1184.00,6.03,0.00,0.00,0.00,0.00,954650.99,9992251.20,3303126.00,9.55
2016,7,TX,1907836.10,17614425.00,10491047.00,10.83,1092646.40,13438671.00,1443019.00,8.13,542400.61,9909671.00,107325.00,5.47,1196.87,15470.00,2.00,7.74,3544080.00,40978236.00,12041393.00,8.65
2016,7,UT,130782.71,1123650.00,1040992.00,11.64,100318.57,1109272.50,124875.00,9.04,59169.27,837092.91,9652.00,7.07,467.51,4725.62,1.00,9.89,290738.05,3074741.00,1175520.00,9.46
2016,7,VA,557652.87,4794443.20,3363137.00,11.63,380395.31,4863752.60,431253.00,7.82,101368.85,1533462.00,3730.00,6.61,1143.52,14504.08,1.00,7.88,1040560.50,11206162.00,3798121.00,9.29
2016,7,VT,31847.10,183785.44,312773.00,17.33,27015.85,184303.96,55833.00,14.66,12970.29,123938.52,229.00,10.47,0.00,0.00,0.00,0.00,71833.25,492027.92,368835.00,14.60
2016,7,WA,236129.11,2422746.60,2971812.00,9.75,201411.39,2420180.40,364491.00,8.32,104313.06,2247650.60,28432.00,4.64,37.68,500.64,6.00,7.53,541891.24,7091078.30,3364741.00,7.64
2016,7,WI,326346.15,2284767.10,2664327.00,14.28,244529.56,2191113.50,349234.00,11.16,168590.37,2134387.80,5486.00,7.90,2.60,19.00,1.00,13.68,739468.68,6610287.40,3019048.00,11.19
2016,7,WV,113118.73,1009937.30,857189.00,11.20,65534.89,722673.56,142600.00,9.07,71096.51,1062001.70,11682.00,6.69,0.00,0.00,0.00,0.00,249750.13,2794612.50,1011471.00,8.94
2016,7,WY,25610.35,216377.50,269377.00,11.84,29712.93,314822.01,57446.00,9.44,58010.14,854735.92,10664.00,6.79,0.00,0.00,0.00,0.00,113333.42,1385935.40,337487.00,8.18
2016,6,AK,29121.01,139054.05,283450.00,20.94,38270.50,213468.27,53123.00,17.93,16796.96,109605.27,1350.00,15.33,0.00,0.00,0.00,0.00,84188.47,462127.59,337923.00,18.22
2016,6,AL,363470.07,3001250.00,2201779.00,12.11,240698.68,2154096.10,367343.00,11.17,184157.37,2858493.10,7320.00,6.44,0.00,0.00,0.00,0.00,788326.12,8013839.30,2576442.00,9.84
2016,6,AR,148652.34,1437434.20,1369241.00,10.34,91352.68,1066182.50,190237.00,8.57,89013.23,1359223.30,38387.00,6.55,3.76,34.33,2.00,10.95,329022.01,3862874.30,1597867.00,8.52
2016,6,AZ,502631.99,4026471.00,2711432.00,12.48,318987.51,2864930.10,318325.00,11.13,85015.57,1331220.40,8156.00,6.39,67.47,637.46,2.00,10.58,906702.54,8223259.00,3037915.00,11.03
2016,6,CA,1368911.30,7567755.90,13679870.00,18.09,1616081.60,10124190.00,1718839.00,15.96,617519.58,4595749.20,152940.00,13.44,6995.57,70559.12,15.00,9.91,3609508.10,22358254.00,15551664.00,16.14
2016,6,CO,214972.86,1707635.20,2258014.00,12.59,182474.95,1794021.40,368150.00,10.17,97600.97,1276370.20,16646.00,7.65,535.34,5399.00,1.00,9.92,495584.12,4783425.80,2642811.00,10.36
2016,6,CT,211392.08,1009266.60,1486253.00,20.95,180225.48,1125127.20,152338.00,16.02,36996.54,294748.38,4376.00,12.55,1790.96,17019.79,4.00,10.52,430405.06,2446161.90,1642971.00,17.60
2016,6,DC,31553.56,257361.28,258720.00,12.26,86948.28,750281.58,25910.00,11.59,1053.13,10236.34,1.00,10.29,2389.62,22523.16,3.00,10.61,121944.59,1040402.40,284634.00,11.72
2016,6,DE,50855.56,375304.92,418975.00,13.55,37336.46,375221.60,53434.00,9.95,15659.72,193560.77,876.00,8.09,0.00,0.00,0.00,0.00,103851.73,944087.29,473285.00,11.00
2016,6,FL,1291539.30,11884028.00,9150397.00,10.87,762965.72,8745865.90,1199969.00,8.72,113073.04,1474317.00,21389.00,7.67,698.05,8822.53,2.00,7.91,2168276.10,22113033.00,10371757.00,9.81
2016,6,GA,673202.00,5472480.40,4239970.00,12.30,436109.77,4325094.00,567902.00,10.08,177103.88,2785660.30,22199.00,6.36,832.25,14655.04,1.00,5.68,1287247.90,12597890.00,4830072.00,10.22
2016,6,HI,58572.93,212978.87,430927.00,27.50,62748.44,254143.05,60670.00,24.69,63746.21,307150.52,803.00,20.75,0.00,0.00,0.00,0.00,185067.57,774272.44,492400.00,23.90
2016,6,IA,170710.65,1285833.40,1357698.00,13.28,113322.96,1081012.80,235553.00,10.48,137204.97,1842478.20,7763.00,7.45,0.00,0.00,0.00,0.00,421238.58,4209324.30,1601014.00,10.01
2016,6,ID,62162.78,617083.72,713365.00,10.07,45144.32,546268.91,107490.00,8.26,87507.14,1146206.30,27995.00,7.63,0.00,0.00,0.00,0.00,194814.24,2309558.90,848850.00,8.44
2016,6,IL,558882.49,4455687.30,5223885.00,12.54,401451.14,4467983.90,606354.00,8.99,231564.52,3576052.40,6055.00,6.48,2719.61,40308.70,3.00,6.75,1194617.80,12540032.00,5836297.00,9.53
2016,6,IN,332854.99,2844095.70,2819708.00,11.70,209429.98,2129072.80,350807.00,9.84,268440.17,3918417.30,18073.00,6.85,158.99,1692.32,1.00,9.40,810884.14,8893278.00,3188589.00,9.12
2016,6,KS,200981.76,1500652.90,1253253.00,13.39,160217.61,1482260.20,233259.00,10.81,75130.88,976873.32,24289.00,7.69,0.00,0.00,0.00,0.00,436330.24,3959786.40,1510801.00,11.02
2016,6,KY,237900.70,2262603.70,1956279.00,10.51,171001.74,1767024.50,302041.00,9.68,137110.40,2331010.40,7312.00,5.88,0.00,0.00,0.00,0.00,546012.84,6360638.60,2265632.00,8.58
2016,6,LA,254609.87,2771605.60,2061169.00,9.19,181162.86,2203774.40,291270.00,8.22,142544.26,3150254.00,19434.00,4.52,96.89,1068.67,1.00,9.07,578413.87,8126702.60,2371874.00,7.12
2016,6,MA,275951.43,1495873.20,2733704.00,18.45,344537.14,2213828.50,391066.00,15.56,85060.63,644410.17,13702.00,13.20,1239.01,25536.50,2.00,4.85,706788.20,4379648.30,3138474.00,16.14
2016,6,MD,320498.86,2191509.80,2285292.00,14.62,285750.59,2585286.00,251024.00,11.05,24692.18,322086.44,8830.00,7.67,3086.82,40539.97,5.00,7.61,634028.45,5139422.20,2545151.00,12.34
2016,6,ME,52745.48,332918.40,710173.00,15.84,37900.49,327980.66,99080.00,11.56,19802.89,238395.98,3088.00,8.31,0.00,0.00,0.00,0.00,110448.86,899295.05,812341.00,12.28
2016,6,MI,454894.78,2965014.40,4308408.00,15.34,363613.88,3415949.80,537879.00,10.64,186450.71,2715470.50,6182.00,6.87,39.93,330.09,1.00,12.10,1004999.30,9096764.90,4852470.00,11.05
2016,6,MN,229466.12,1798622.40,2379562.00,12.76,199425.00,2023003.40,291199.00,9.86,135592.71,1762946.60,9035.00,7.69,200.89,1898.93,1.00,10.58,564684.72,5586471.30,2679797.00,10.11
2016,6,MO,420863.21,3273474.20,2750915.00,12.86,303953.11,2796526.90,376916.00,10.87,94418.65,1142678.80,10179.00,8.26,163.86,1425.85,2.00,11.49,819398.82,7214105.80,3138012.00,11.36
2016,6,MS,170359.85,1613042.10,1279512.00,10.56,122969.08,1294995.90,233109.00,9.50,79717.39,1341186.50,11833.00,5.94,0.00,0.00,0.00,0.00,373046.31,4249224.50,1524454.00,8.78
2016,6,MT,40421.23,352472.78,496778.00,11.47,42588.49,405254.32,105821.00,10.51,19751.41,376655.78,11332.00,5.24,0.00,0.00,0.00,0.00,102761.13,1134382.90,613931.00,9.06
2016,6,NC,585735.60,5316077.40,4421008.00,11.02,376196.31,4375289.20,672838.00,8.60,153841.34,2362243.00,10125.00,6.51,49.40,650.36,1.00,7.60,1115822.70,12054260.00,5103972.00,9.26
2016,6,ND,33995.10,301151.52,377628.00,11.29,45212.22,487539.61,73697.00,9.27,49143.49,595745.40,8680.00,8.25,0.00,0.00,0.00,0.00,128350.80,1384436.50,460005.00,9.27
2016,6,NE,103842.09,874592.24,834459.00,11.87,77203.28,818219.91,149583.00,9.44,85495.12,1060157.40,61996.00,8.06,0.00,0.00,0.00,0.00,266540.49,2752969.60,1046038.00,9.68
2016,6,NH,59130.59,327356.00,613378.00,18.06,51786.62,369239.96,107610.00,14.03,20485.44,171788.13,3251.00,11.92,0.00,0.00,0.00,0.00,131402.65,868384.09,724239.00,15.13
2016,6,NJ,420315.32,2623831.50,3517332.00,16.02,432179.51,3267730.50,514699.00,13.23,65766.02,614740.16,11936.00,10.70,2209.83,24796.53,6.00,8.91,920470.67,6531098.70,4043973.00,14.09
2016,6,NM,73868.94,607487.36,876289.00,12.16,82278.61,821358.11,142018.00,10.02,38381.35,642026.16,9374.00,5.98,0.00,0.00,0.00,0.00,194528.90,2070871.60,1027681.00,9.39
2016,6,NV,185835.94,1631332.40,1145591.00,11.39,69960.86,891230.25,161507.00,7.85,72666.11,1210622.50,3797.00,6.00,56.00,717.00,1.00,7.81,328518.91,3733902.10,1310896.00,8.80
2016,6,NY,729776.92,4083397.60,7108458.00,17.87,979474.90,6487542.80,1076172.00,15.10,100563.42,1501035.70,7740.00,6.70,28307.08,225773.70,9.00,12.54,1838122.30,12297750.00,8192379.00,14.95
2016,6,OH,552744.16,4367012.60,4907689.00,12.66,412744.22,4157561.10,624324.00,9.93,290577.44,4180941.90,19140.00,6.95,224.89,2765.75,2.00,8.13,1256290.70,12708281.00,5551155.00,9.89
2016,6,OK,232249.73,2298225.50,1736612.00,10.11,159988.22,2003801.50,278090.00,7.98,83741.79,1563930.00,19218.00,5.35,0.00,0.00,0.00,0.00,475979.74,5865957.00,2033920.00,8.11
2016,6,OR,143561.25,1326739.60,1707841.00,10.82,120122.19,1361063.70,231013.00,8.83,70672.46,1136216.60,25648.00,6.22,181.51,1949.44,2.00,9.31,334537.40,3825969.30,1964504.00,8.74
2016,6,PA,569023.00,4121782.80,5331259.00,13.81,330682.16,3638979.00,698393.00,9.09,271028.10,3965425.70,23373.00,6.83,6064.99,82833.77,6.00,7.32,1176798.30,11809021.00,6053031.00,9.97
2016,6,RI,45611.14,244103.45,440821.00,18.69,45175.22,310276.98,58852.00,14.56,8610.73,65104.70,1815.00,13.23,423.75,2265.90,1.00,18.70,99820.84,621751.04,501489.00,16.05
2016,6,SC,373425.25,2900372.10,2210961.00,12.88,220617.14,2058953.60,369533.00,10.72,144768.07,2231917.10,4106.00,6.49,0.00,0.00,0.00,0.00,738810.46,7191242.80,2584600.00,10.27
